HAGRID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Common name,Female maturity (days),Male maturity (days),Gestation/Incubation (days),Weaning (days),Litter/Clutch size,Litters/Clutches per year,Inter-litter/Interbirth interval,Birth weight (g),Weaning weight (g),Adult weight (g),Growth rate (1/days),Maximum longevity (yrs),Source,Specimen origin,Sample size,Data quality,IMR (per yr),MRDT (yrs),Metabolic rate (W),Body mass (g),Temperature (K),References
156,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Bolitoglossa,dofleini,Giant palm salamander,,,,,,,,,,,,6.9,451,captivity,small,acceptable,,,,,,451
157,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Bolitoglossa,mexicana,Palm salamander,,,,,,,,,,,,12.2,451,captivity,small,acceptable,,,,,,451
158,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Desmognathus,monticola,Seal salamander,1642,1277,45,,25,,,,,,,17.7,485,captivity,tiny,acceptable,,,,,,"48,55,28,749"
159,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Desmognathus,ochrophaeus,Allegheny mountain dusky salamander,1280,1280,,,16,,,,,0.6,,19.8,485,captivity,tiny,acceptable,0.3,,,,,"4,68,48,55,26,529"
160,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Desmognathus,quadramaculatus,Black-bellied salamander,1280,1280,,,25,,,,,14.34,,15,485,captivity,small,acceptable,,,0.00411,14.1,288,"37,46,84,85,749"
161,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Desmognathus,welteri,Black mountain salamander,1642,1642,,,26,,,,,,,20,485,captivity,small,acceptable,,,,,,"48,55,28,749"
162,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Ensatina,eschscholtzii,Ensatina,1278,1278,138,,14,,,,,,,,,unknown,tiny,low,,,,,,"4,51,749"
163,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Eurycea,lucifuga,Cave salamander,1095,1095,13,,73,,,,,,,9.1,451,captivity,small,acceptable,,,,,,"4,51,749"
164,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Eurycea,rathbuni,Texas blind salamander,,,,,,,,,,,,10.3,451,captivity,small,acceptable,,,,,,451
165,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Eurycea,spelaea,Grotto salamander,,,,,,,,,,,,9.9,485,captivity,small,acceptable,,,,,,485
166,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Eurycea,wilderae,Blue ridge two-lined salamander,1278,1278,,,32,,,,,,,8,485,captivity,small,acceptable,,,,,,"4,85,749"
167,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Gyrinophilus,palleucus,Tennessee cave salamander,,,,,,,,,,,,18.5,485,captivity,small,acceptable,,,,,,485
168,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Gyrinophilus,porphyriticus,Spring salamander,1460,1460,,,61,,,,,,,18.5,485,captivity,small,acceptable,,,,,,"48,55,28,749"
169,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Hemidactylium,scutatum,Four-toed salamander,912,912,,,30,,,,,,,8.9,485,captivity,small,acceptable,,,,,,"4,68,485"
170,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Phaeognathus,hubrichti,Red Hills salamander,2008,,,,9,,,,,,,19.7,485,captivity,small,acceptable,,,,,,"4,85,749"
171,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Plethodon,cinereus,Eastern red-backed salamander,730,730,,,8,,,,,0.5,,25,528,wild,medium,acceptable,,,0.000099,0.76,278.5,"3,74,68,52,65,28,529"
172,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Plethodon,dunni,Dunn's salamander,1095,1095,70,,9.4,,,,,,,11,485,captivity,small,acceptable,,,,,,"4,85,749"
173,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Plethodon,elongatus,Del Norte salamander,,,,,7,,,,,,,13.3,485,captivity,small,acceptable,,,,,,"4,85,749"
174,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Plethodon,glutinosus,Northern slimy salamander,910,910,,,21,,,,,4.2,,20.1,485,captivity,small,acceptable,,,0.00191,4.2,288,"3,74,68,485"
175,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Plethodon,jordani,Red-cheeked salamander,1825,1095,,,,,,,,,,19.8,485,captivity,tiny,acceptable,,,,,,"48,55,12,528"
176,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Plethodon,vehiculum,Western red-backed salamander,,,,,,,,,,,,11.1,485,captivity,small,acceptable,,,,,,485
177,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Plethodon,yonahlossee,Yonahlossee salamander,1095,1095,,,,,,,,,,,,unknown,tiny,low,,,,,,"4,51,528"
178,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Pseudotriton,montanus,Mud salamander,1643,1095,,,,,,,,,,15.1,485,captivity,small,acceptable,,,,,,"4,85,749"
179,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Pseudotriton,ruber,Red salamander,1825,1460,75,,80,,,,,,,20.1,485,captivity,small,acceptable,,,,,,"4,85,749"
180,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Speleomantes,italicus,Italian cave salamander,1278,1278,304,,10,,,,,,,10.6,485,captivity,small,acceptable,,,,,,"4,85,749"
181,Animalia,Chordata,Amphibia,Caudata,Proteidae,Necturus,maculosus,Mudpuppy,2190,1825,50,,68,,,,,,,34,,unknown,medium,acceptable,,,,,,"52,85,39,749"
182,Animalia,Chordata,Amphibia,Caudata,Proteidae,Necturus,punctatus,Dwarf waterdog,1825,1825,,,30,,,,,,,,,unknown,tiny,low,,,,,,"45,15,28,749"
183,Animalia,Chordata,Amphibia,Caudata,Proteidae,Proteus,anguinus,Olm,4124,,133,,35,,4562,,,17,,102,934,wild,medium,acceptable,,999,,,,"48,57,49,934"
184,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Calotriton,asper,Pyrenean brook newt,,,,,,,,,,,,26,525,wild,medium,acceptable,,,,,,525
185,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Cynops,ensicauda,Brown newt,,,,,,,,,,,,17.9,451,captivity,medium,acceptable,,,,,,451
186,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Cynops,pyrrhogaster,Japanese firebelly newt,913,913,20,,200,,,,,,,25,485,captivity,medium,acceptable,,,,,,"85,48,57,49,88,01,260"
187,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Ichthyosaura,alpestris,Laureutis alpine salamander,1460,1095,,,,,,,,,,15,451,captivity,small,acceptable,,,,,,"45,14,62,525"
188,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Lissotriton,boscai,Bosca's newt,,,,,160,,,,,,,8,525,wild,medium,acceptable,,,,,,"5,25,749"
189,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Lissotriton,vulgaris,Smooth newt,1095,730,,,180,,,,,,,20,525,captivity,medium,acceptable,,,,,,"5,25,749"
190,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Lyciasalamandra,fazilae,Fazila's salamander,1096,1096,365,,,,,,,,,10,1383,wild,medium,acceptable,,999,,,,1383
191,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Notophthalmus,perstriatus,Striped newt,487,487,,,,,,,,,,12.9,485,captivity,large,acceptable,,,,,,"4,85,749"
192,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Notophthalmus,viridescens,Eastern newt,2000,2000,,,,,,,,,,25,website feedback,captivity,medium,acceptable,,,,,,"23,34,83,52,55,28,749"
193,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Pachytriton,brevipes,Tsitou newt,,,,,,,,,,,,6.5,451,captivity,small,acceptable,,,,,,451
194,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Paramesotriton,chinensis,Asian newt,,,,,,,,,,,,10.3,485,captivity,tiny,acceptable,,,,,,485
195,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Pleurodeles,poireti,Algerian newt,,,,,,,,,,,,14,451,captivity,small,acceptable,,,,,,451
196,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Pleurodeles,waltl,Iberian ribbed newt,,,13,,725,,,,,,,19.5,451,captivity,medium,acceptable,,,,,,"4,51,749"
197,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Salamandra,atra,Golden alpine salamander,,,,,,,,,,,,17,525,wild,medium,acceptable,,,,,,525
198,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Salamandra,salamandra,European fire salamander,,,,,,,,,,19.1,,24,451,captivity,medium,acceptable,,999,0.00857,19.1,288,"37,45,11,383"
199,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Salamandrina,perspicillata,Northern spectacled salamander,,,,,,,,,,,,,,unknown,medium,low,,,,,,1383
200,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Taricha,granulosa,Rough-skinned newt,1278,1278,23,,,,,,,12.32,,,,unknown,small,low,,,0.00518,12.2,288,"3,74,51,749"
201,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Taricha,rivularis,Red-bellied newt,1825,1825,18,,10,,,,,,,,,unknown,tiny,low,,,,,,"4,85,749"
202,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Taricha,torosa,California newt,1095,1095,45,,122,,,0.45,,,,21.8,451,captivity,small,acceptable,,,,,,"4,51,749"
203,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Triturus,carnifex,Italian crested newt,,,,,,,,,,,,11,525,wild,medium,acceptable,,,,,,525
204,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Triturus,cristatus,Northern crested newt,,,16,,225,,,,,,,28,525,captivity,medium,acceptable,,,,,,"32,75,25,749"
205,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Triturus,marmoratus,Marbled newt,1460,1460,,,,,,,,,,25,525,captivity,small,acceptable,,,,,,525
206,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Tylototriton,verrucosus,Mandarin salamander,1460,1460,,,43,,,,,,,11,525,wild,medium,acceptable,,,,,,"48,55,25,749"
207,Animalia,Chordata,Amphibia,Caudata,Sirenidae,Siren,intermedia,Lesser siren,730,730,60,,350,,,,,,,25.7,451,captivity,medium,acceptable,,,,,,"45,14,68,749"
208,Animalia,Chordata,Amphibia,Caudata,Sirenidae,Siren,lacertina,Greater siren,,,,,500,,,,,,,25,485,captivity,small,acceptable,,,,,,"4,85,749"
209,Animalia,Chordata,Amphibia,Gymnophiona,Dermophiidae,Dermophis,mexicanus,Mexican burrowing caecilian,,,,,,,,,,,,13.8,451,captivity,small,acceptable,,,,,,451
210,Animalia,Chordata,Amphibia,Gymnophiona,Ichthyophiidae,Ichthyophis,kohtaoensis,Yellow-striped caecilian,,,,,,,,,,,,7.3,451,captivity,small,acceptable,,,,,,451
211,Animalia,Chordata,Amphibia,Gymnophiona,Typhlonectidae,Typhlonectes,compressicauda,Cayenne caecilian,,,,,,,,,,,,4.9,485,captivity,small,acceptable,,,,,,485
212,Animalia,Chordata,Amphibia,Gymnophiona,Typhlonectidae,Typhlonectes,natans,Aquatic caecilian,,,,,,,,,,,,,,unknown,medium,low,,,,,,451
213,Animalia,Chordata,Ascidiacea,Enterogona,Cionidae,Ciona,intestinalis,Vase tunicate,,,,,,,,,,,,2,593,wild,small,acceptable,,,,,,"59,31,452"
215,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,cooperii,Cooper's hawk,730,730,24,,4,1,,28,,526.64,0.212,20.3,427,wild,medium,acceptable,,,,,,"4,27,44,44,45,732"
216,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,fasciatus,Brown goshawk,,,,,,,,,,453.5,,14.9,1305,wild,medium,acceptable,,,,,,"1,30,51,308"
217,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,gentilis,Northern goshawk,365,730,33,,3,1,,,,1044.2,0.225,22,450,wild,medium,acceptable,,,,,,"4,37,44,44,45,45,07,29,00,00,000"
218,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,nisus,Eurasian sparrowhawk,365,365,,,,,,,,237.5,0.258,20.2,450,wild,medium,acceptable,,,0.9516,135,,"45,05,10,72,97,32,82,00,00,00,000"
219,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,novaehollandiae,Grey goshawk,,,,,,,,,,479.583,,,,unknown,small,low,,,,,,"1,30,51,308"
220,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,striatus,Sharp-shinned hawk,365,365,34,,4,1,,,,135,,19.9,427,wild,medium,acceptable,,,,,,"4,27,43,74,44,445"
221,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aegypius,monachus,Cinereous vulture,1999,,,,,,,,,9625,,39,1,captivity,medium,acceptable,,,,,,"1,82,11,308"
222,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aquila,adalberti,Spanish imperial eagle,1767,,,,,,,,,3000,,44.5,575,captivity,small,acceptable,,,,,,"5,75,97,21,308"
223,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aquila,audax,Wedge-tailed eagle,1638,1096,,,,,,,,3466,,40,1,captivity,small,acceptable,,,,,,"1,82,01,308"
224,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aquila,chrysaetos,Golden eagle,1460,1460,40,,2,1,,110.6,,4800,0.126,48,437,captivity,medium,acceptable,,,4.9929,3000,,"61,42,54,37,44,04,45,700"
225,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aquila,fasciata,Bonelli's eagle,1090,,,,,,,,,2000,0.154,20,1,captivity,small,acceptable,,,,,,"17,32,82,01,308"
226,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aquila,heliaca,Eastern imperical eagle,1636,,,,,,,,,3262,,56,1,captivity,medium,acceptable,,,,,,"1,82,11,308"
227,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aquila,nipalensis,Steppe eagle,1454,,,,,,,,,2745.5,,41,1,captivity,small,acceptable,,,,,,"1,82,01,308"
228,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aquila,pomarina,Lesser spotted eagle,,,,,,,,,,1370,,26.1,1,wild,medium,acceptable,,,,,,"1,820"
229,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aquila,rapax,Tawny eagle,1454,,,,,,,,,1996.1,0.093,40.3,575,captivity,medium,acceptable,,,,,,"57,57,32,82,11,308"
230,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Butastur,indicus,Grey-faced buzzard,727,,,,,,,,,415,,8.5,1,wild,medium,acceptable,,,,,,"1,82,01,308"
231,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,buteo,Buzzard,730,730,,,,,,,,1012,0.189,28.8,450,wild,medium,acceptable,,,,,,"45,07,29,732"
232,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,jamaicensis,Red-tailed hawk,730,730,31,,3,1,,57.6,,1362,0.188,30.7,427,wild,large,acceptable,,,,,,"1,42,74,37,44,44,45,730"
233,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,lagopus,Rough-legged hawk,730,730,29,,5,1,,41.62,,980.64,,18.8,450,wild,small,acceptable,,,,,,"4,37,44,44,45,450"
234,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,lineatus,Red-shouldered hawk,365,365,33,,3.5,1,,35,,607,,22.4,427,wild,medium,acceptable,,,2.11,658,,"4,27,43,54,40,44,44,45,000"
235,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,platypterus,Broad-winged hawk,365,365,25,,2.5,1,,28,,454,0.271,18.3,577,wild,small,acceptable,,,,,,"4,44,44,55,77,732"
236,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,regalis,Ferruginous hawk,730,730,32,,3,1,,51.6,,1500,0.171,23.7,427,wild,medium,acceptable,,,,,,"42,74,37,44,54,48,732"
237,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,rufinus,Long-legged buzzard,727,,,,,,,,,1174.5,,,,unknown,small,low,,,,,,"4,50,82,01,308"
238,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,solitarius,Hawaiian hawk,1096,,38,,1,,,35,,505,,17,445,wild,medium,acceptable,,,,,,"44,51,308"
239,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,swainsoni,Swainson's hawk,730,730,31,,3,1,,39.4,,980.64,0.158,24.9,427,wild,medium,acceptable,,,,,,"4,27,43,74,44,44,57,32,000"
240,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteogallus,anthracinus,Common black hawk,730,730,38,,1.5,1,,,,837,,13.5,1,wild,medium,acceptable,,,,,,"14,44,445"
241,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Circaetus,cinereus,Brown snake eagle,,,,,,,,,,2048,0.037,,,unknown,tiny,low,,,,,,"17,32,820"
242,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Circaetus,gallicus,Short-toed eagle,1095,1095,,,,,,,,1699.5,,17.3,1,wild,medium,acceptable,,,,,,"17,29,820"
243,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Circus,aeruginosus,Western marsh harrier,730,730,,,,,,,,711.5,,20.1,450,wild,medium,acceptable,,,,,,"45,07,29,820"
244,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Circus,approximans,Swamp harrier,,,,,,,,,,752.5,,11,1305,wild,small,acceptable,,,,,,"1,30,51,308"
245,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Circus,cyaneus,Northern harrier,365,365,31,,4.4,1,,23.8,,392,0.25,17.1,450,wild,medium,acceptable,,,,,,"43,74,44,44,54,50,732"
246,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Circus,macrourus,Pallid harrier,727,,,,,,,,,388.5,,13.5,1,wild,medium,acceptable,,,,,,"1,82,01,308"
247,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Circus,pygargus,Montagu's harrier,730,730,,,,,,,,315.5,,16.3,1,wild,medium,acceptable,,,,,,"17,29,820"
248,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Elanus,axillaris,Black-shouldered kite,,,,,,,,,,265.5,,3.5,1305,wild,small,acceptable,,,,,,"1,30,51,308"
249,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Elanus,caeruleus,Black-winged kite,363,,,,,,,,,260.5,,6,1,wild,medium,acceptable,,,,,,"1,82,01,308"
250,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Elanus,leucurus,White-tailed kite,727,,30,,4.1,1.5,,17.4,,280,,6,427,wild,tiny,acceptable,,,,,,"42,74,44,44,51,308"
251,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Geranoaetus,melanoleucus,Black-chested buzzard-eagle,,,,,,,,,,2447.5,,42,575,captivity,medium,acceptable,,,5.1887,2860,,"42,55,75,820"
252,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Gypaetus,barbatus,Bearded vulture,2544,,,,,,,,,5070,,40,1,captivity,medium,acceptable,,,,,,"11,30,81,343"
253,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Gypohierax,angolensis,Palm-nut vulture,1454,,,,,,,,,1600,,27.1,575,captivity,medium,acceptable,,,,,,"5,75,82,01,308"
254,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Gyps,africanus,White-backed vulture,2181,,,,,,,,,5433,0.045,19.7,575,captivity,medium,acceptable,,,,,,"57,57,32,82,01,30,81,300"
255,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Gyps,bengalensis,"White-rumped vulture, or Bengal vulture",,,,,,,,,,4385,,,,unknown,tiny,low,,,,,,"5,75,820"
256,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Gyps,coprotheres,Cape vulture,,,,,,,,,,8177,,31.2,1343,wild,medium,acceptable,,,,,,"82,01,343"
257,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Gyps,fulvus,"Griffon vulture, or Eurasian griffon",1460,1460,,,,,,,,7436,,41.4,1,captivity,large,acceptable,,,,,,"17,29,82,01,356"
258,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,albicilla,White-tailed sea-eagle,1460,1460,41,,2,,,,,6696.5,0.14,42,1,captivity,medium,acceptable,,,,,,"14,44,73,21,14,61,371"
259,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,leucocephalus,Bald eagle,1460,1460,35,,2,1,,,,3175,0.098,48,,captivity,large,acceptable,,,,,,"6,14,37,43,84,40,44,44,00,00,00,000"
260,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliastur,indus,Brahminy kite,,,,,,,,,,529,,24.5,1305,wild,tiny,acceptable,,,,,,"1,30,51,308"
261,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliastur,sphenurus,Whistling kite,,,,,,,,,,755,,20.4,1305,wild,small,acceptable,,,,,,"1,30,51,308"
262,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Harpia,harpyja,Harpy eagle,1817,,,,,,,,,4800,,16.8,575,captivity,medium,acceptable,,,,,,"5,75,82,01,308"
263,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Harpyopsis,novaeguineae,New Guinea eagle,,,,,,,,,,2000,,30,1,captivity,tiny,acceptable,,,,,,"11,308"
264,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Hieraaetus,morphnoides,Little eagle,,,,,,,,,,791,,38.7,1305,wild,medium,acceptable,,,,,,"1,82,01,305"
265,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Ictinia,mississippiensis,Mississippi kite,365,365,31,,2,1,,17,,266,0.169,11.2,427,wild,tiny,acceptable,,,,,,"4,27,44,44,45,732"
266,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Kaupifalco,monogrammicus,Lizard buzzard,727,,,,,,,,,280.5,,8.6,1,wild,medium,acceptable,,,,,,"1,82,01,308"
267,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Lophoictinia,isura,Square-tailed kite,,,,,,,,,,585.5,,17,1,wild,medium,acceptable,,,,,,"1,820"
268,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Milvus,migrans,Black kite,1095,1095,,,,,,,,1000,0.179,24,,unknown,medium,acceptable,,,,,,"6,17,29,73,21,14,31,280"
269,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Milvus,milvus,Red kite,1095,1095,,,,,,,,1080,,38,1,captivity,medium,acceptable,,,,,,"17,29,820"
270,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Necrosyrtes,monachus,Hooded vulture,,,,,,,,,,2043,,21.3,1343,wild,tiny,acceptable,,,,,,"82,01,343"
271,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Neophron,percnopterus,Egyptian vulture,1817,,,,,,,,,2082,0.102,37,1,captivity,medium,acceptable,,,,,,"17,32,82,01,27,81,308"
272,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Parabuteo,unicinctus,Harris's hawk,365,365,34,,3,2,,,,994.26,,25,1,captivity,large,acceptable,,,,,,"14,44,445"
273,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Pernis,apivorus,"European honey buzzard, or Western honey-buzzard",1095,1095,,,,,,,,758,,29,1,wild,medium,acceptable,,,2.36428,652,,"1,42,57,29,820"
274,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Pithecophaga,jefferyi,Philippine eagle,1825,2555,63,,1,,,,,6500,,41,515,captivity,small,acceptable,,,,,,515
275,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Rostrhamus,sociabilis,Snail kite,365,365,30,,3,2,,29.3,,352.5,,17,1,wild,tiny,acceptable,,,,,,"16,14,44,44,51,143"
276,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Terathopius,ecaudatus,Bateleur,,,,,,,,,,2200,,55,1146,unknown,small,questionable,,,,,,"82,01,146"
277,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Torgos,tracheliotus,Lappet-faced vulture,,,,,,,,,,,,23.9,1343,wild,small,acceptable,,,,,,1343
278,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Trigonoceps,occipitalis,White-headed vulture,,,,,,,,,,3016,,5.7,1343,wild,tiny,questionable,,,,,,"82,01,343"
279,Animalia,Chordata,Aves,Accipitriformes,Cathartidae,Cathartes,aura,Turkey vulture,4015,4015,39,,2,1,,60,,2200,0.126,20.8,,unknown,medium,acceptable,,,,,,"4,44,44,57,32,977"
280,Animalia,Chordata,Aves,Accipitriformes,Cathartidae,Coragyps,atratus,Black vulture,2920,2920,35,,2,1,,70,,2270,0.1,25.5,576,wild,medium,acceptable,,,,,,"4,44,44,55,76,732"
281,Animalia,Chordata,Aves,Accipitriformes,Cathartidae,Gymnogyps,californianus,California condor,2190,2190,57,,1,2,,185.3,,11175,,45,1,wild,medium,acceptable,,,,,,"1,61,43,74,44,445"
282,Animalia,Chordata,Aves,Accipitriformes,Cathartidae,Sarcoramphus,papa,King vulture,,,57,,,,,,,3405,0.078,40,1,captivity,small,acceptable,,,,,,"14,44,732"
283,Animalia,Chordata,Aves,Accipitriformes,Cathartidae,Vultur,gryphus,Andean condor,2555,2555,56,,1,,,,,10500,0.078,79,855,captivity,medium,acceptable,,,,,,"2,43,87,32,85,51,149"
284,Animalia,Chordata,Aves,Accipitriformes,Pandionidae,Pandion,cristatus,Eastern osprey,1093,1095,,,,,,,,1527.5,,21,1305,wild,medium,acceptable,,,,,,"1,30,51,308"
285,Animalia,Chordata,Aves,Accipitriformes,Pandionidae,Pandion,haliaetus,Osprey,1095,1095,38,,3,1,,50.3,,1362,0.172,32,427,wild,medium,acceptable,0.6,,,,,"42,74,37,44,44,45,732"
286,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aix,galericulata,Mandarin duck,363,,29,,10.5,,,,,570,,10.4,553,wild,small,questionable,,,,,,"5,53,82,01,308"
287,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aix,sponsa,Wood duck,365,365,31,,12,2,,23.7,,452.8,,22.5,577,wild,large,acceptable,,,2.247,448,,"43,74,44,44,55,10,57,70,000"
288,Animalia,Chordata,Aves,Anseriformes,Anatidae,Alopochen,aegyptiaca,Egyptian goose,730,730,29,,7,,,,,1900,,25.5,575,captivity,small,acceptable,,,,,,"42,74,48,575"
